Personagem,Fala
Goddess_Lian_voice_lines,"  ""There's only room for one deity around here."" (Jenos)"
Goddess_Lian_voice_lines,"  ""Pretty hair. A little too pretty for my taste."" (Jenos)"
Goddess_Lian_voice_lines,"  ""Heathen!"" *spits* (Seris)"
Goddess_Lian_voice_lines,"  ""Your kind always shrivel in the light."" (Seris)"
Goddess_Lian_voice_lines,"  ""You flew too close to the sun."" (Strix)"
Goddess_Lian_voice_lines,"  ""I see all, little man."" (Strix)"
Goddess_Lian_voice_lines,"  ""Mortals are so fragile."""
Goddess_Lian_voice_lines,"  ""A clean sweep."""
Goddess_Lian_voice_lines,"  ""Divine retribution."""
Goddess_Lian_voice_lines,"  ""My aim is perfect, like the rest of me."""
Goddess_Lian_voice_lines,"  ""Everything the light touches is mine."""
Goddess_Lian_voice_lines,"  ""Let's show them a better path."""
Goddess_Lian_voice_lines,"  ""Enemies taking the point!"""
Goddess_Lian_voice_lines,"  ""They defile my point!"""
Goddess_Lian_voice_lines,"  ""Excuse me, I have places to go."""
Goddess_Lian_voice_lines,"  ""Out of my way!"""
Goddess_Lian_voice_lines,"  ""Such a loud vulgar thing!"""
Goddess_Lian_voice_lines,"  ""Oh! I think I broke their little toy."""
Goddess_Lian_voice_lines,"  ""Spread the good word!"""
Goddess_Lian_voice_lines,"  ""Lady luck had our back! She owed me. """
Goddess_Lian_voice_lines,"  ""I'll erase this from history!"""
Goddess_Lian_voice_lines,"  ""Mortal rules are so... stupid!"""
Goddess_Lian_voice_lines,"  ""Unruly mortals get the rod, or in this case, a heavy shaft of limestone."""
Goddess_Lian_voice_lines,"  ""Never cross a god, we come up with the most creative punishments in our free time."""
Goddess_Lian_voice_lines,"  ""If you think to defy me, know that I giveth, and I taketh, and never forget-eth! *sobs* and my feelings will be very hurt-eth!"""
Goddess_Lian_voice_lines,"  ""I try to be more involved than other deities. Most of them just want to fight each other, or periodically race go-karts."""
Goddess_Lian_voice_lines,"  ""Confess your sins unto to me, child, and I will absolve you. Flank Pip? Sorry, you're beyond saving."""
Goddess_Lian_voice_lines,"  ""I profess a simple creed: love thy self, thy friends and enemies, and most important of all: love me! Who you owe all happiness to!"""
Goddess_Lian_voice_lines,"  ""Hmhmhmhm"""
Goddess_Lian_voice_lines,"  ""Ahahahahaha"""
Goddess_Lian_voice_lines,"  ""Ehehehehe"""
Goddess_Lian_voice_lines,"  ""Your salvation has arrived!"""
Goddess_Lian_voice_lines,"  ""You've got a lot to learn, Jenos! A true god inspires faith with action, not spouting vague mumbo jumbo.  "" (Jenos)"
Goddess_Lian_voice_lines,"  ""Back off, elf! The only one stealing hearts today is me."" (Skye)"
Goddess_Lian_voice_lines,"  ""Bring them down!"""
Goddess_Lian_voice_lines,"  ""I won't tolerate these blasphemers! """
Goddess_Lian_voice_lines,"  ""My radiance is undeniable!"""
Goddess_Lian_voice_lines,"  ""I've reached new heights."""
Goddess_Lian_voice_lines,"  ""Say your prayers!"""
Goddess_Lian_voice_lines,"  ""Please give up."""
Goddess_Lian_voice_lines,"  ""I want this chiseled in stone."""
Goddess_Lian_voice_lines,"  ""Add a new chapter to the scriptures."""
Goddess_Lian_voice_lines,"  ""You know how I feel about idle hands."""
Goddess_Lian_voice_lines,"  ""Can we go?! I don't think I can go another minute without swaddling some poor little mortal."""
Goddess_Lian_voice_lines,"  ""It's a new dawn."""
Goddess_Lian_voice_lines,"  ""Why do mortals have to be so difficult?"""
Goddess_Lian_voice_lines,"  ""I ought to spend these credits."""
Goddess_Lian_voice_lines,"  ""You've proven your devotion."""
Goddess_Lian_voice_lines,"  ""I'll make a hero out of you!"""
Goddess_Lian_voice_lines,"  ""I'll blind you with my brilliance!"""
Goddess_Lian_voice_lines," ""A flight of angels sing thee to thy demise."""
Goddess_Lian_voice_lines,"  ""This is what happens when a deity slacks off, your temples turns to ruins!"" (Tropical)"
Goddess_Lian_voice_lines,"  ""  Ah, the warm breeze, the clear water, the... UWAA!!! Stupid bugs!"" (Tropical)"
Goddess_Lian_voice_lines,"  ""Let's show them a better world, one that revolves entirely around me!"""
Goddess_Lian_voice_lines,"  ""An offering? For me?!"""
Goddess_Lian_voice_lines,"  ""You shouldn't have! I'm kidding, I want ten more just like it."""
Goddess_Lian_voice_lines,"  ""They're attacking our back!"""
Goddess_Lian_voice_lines,"  ""Behind us!"""
Goddess_Lian_voice_lines,"  ""We have to stop their payload!"""
Goddess_Lian_voice_lines,"  ""Their payload is moving!"""
Goddess_Lian_voice_lines,"  ""We're getting flanked!"""
Goddess_Lian_voice_lines,"  ""They're hitting our flank!"""
Goddess_Lian_voice_lines,"  ""Watch the skies!"""
Goddess_Lian_voice_lines,"  ""They're attacking from above!"""
Goddess_Lian_voice_lines,"  ""Sniper!"""
Goddess_Lian_voice_lines,"  ""Look out for their sniper!"""
Goddess_Lian_voice_lines,"  ""Turret nearby!"""
Goddess_Lian_voice_lines,"  ""They've got an ult coming!"""
Goddess_Lian_voice_lines,"  ""Look out! Enemy ultimate!"""
Goddess_Lian_voice_lines,"  ""Congregate!"""
Goddess_Lian_voice_lines,"  ""Group up, everyone!"""
Goddess_Lian_voice_lines,"  ""Heal me!"""
Goddess_Lian_voice_lines,"  ""I need a heal!"""
Goddess_Lian_voice_lines,"  ""Someone help our frontline!"""
Goddess_Lian_voice_lines,"  ""Our tank needs help!"""
Goddess_Lian_voice_lines,"  ""Nice and steady!"""
Goddess_Lian_voice_lines,"  ""Let's keep this payload going!"""
Goddess_Lian_voice_lines,"  ""We're neglecting our payload!"""
Goddess_Lian_voice_lines,"  ""Get back to the payload!"""
Goddess_Lian_voice_lines,"  ""Overtime!"""
Goddess_Lian_voice_lines,"  ""Let's see how the scales tip!"""
Goddess_Lian_voice_lines,"  ""I shouldn't go alone!"""
GR0B0T_Grover_voice_lines,"  ""Gro-ver!"""
GR0B0T_Grover_voice_lines,"  ""Vegetation-extraction-protocol-active."""
GR0B0T_Grover_voice_lines,"  ""Why are there so many plants, this must be fixed."""
GR0B0T_Grover_voice_lines,"  ""Bring me trees!"""
GR0B0T_Grover_voice_lines,"  ""Tossing Axe!"""
GR0B0T_Grover_voice_lines,"  ""Germinate-Germinate."""
GR0B0T_Grover_voice_lines,"  ""Traversal."""
GR0B0T_Grover_voice_lines,"  ""The Spirits do not rest!"" (enemy/self)"
GR0B0T_Grover_voice_lines,"  ""Spring has come."" (friendly)"
GR0B0T_Grover_voice_lines,"  ""Effective tool!"""
GR0B0T_Grover_voice_lines,"  ""NO!"""
GR0B0T_Grover_voice_lines,"  ""Does not compute!"""
GR0B0T_Grover_voice_lines,"  ""Power down."""
GR0B0T_Grover_voice_lines,"  ""Will I dream of electric sheep?"""
GR0B0T_Grover_voice_lines,"  ""The harvest begins!"""
GR0B0T_Grover_voice_lines,"  ""Timber-R-R-R-R!"""
GR0B0T_Grover_voice_lines,"  ""Please, I am trying to harvest here!"""
GR0B0T_Grover_voice_lines,"  ""I need more lumber."""
GR0B0T_Grover_voice_lines,"  ""Enemy on our land!"""
GR0B0T_Grover_voice_lines,"  ""A successful harvest."""
GR0B0T_Grover_voice_lines,"  ""Today, we have won."""
GR0B0T_Grover_voice_lines,"  ""This is unfair!"""
GR0B0T_Grover_voice_lines,"  ""I had a... ugh... virus."""
GR0B0T_Grover_voice_lines,"  ""Now, listen here. You sapling."""
GR0B0T_Grover_voice_lines,"  ""You are in need of a trim."""
GR0B0T_Grover_voice_lines,"  ""Bite my metal butt!"""
GR0B0T_Grover_voice_lines,"  ""If I cut down a forest, does it make a sound?"""
GR0B0T_Grover_voice_lines,"  ""Insert lame joke here!"""
GR0B0T_Grover_voice_lines,"  ""My protocol does not call for humor."""
GR0B0T_Grover_voice_lines,"  ""Laughing out loud"""
GR0B0T_Grover_voice_lines,"  ""Ha-ha!"""
GR0B0T_Grover_voice_lines,"  ""laugh laugh laugh laugh."""
GR0B0T_Grover_voice_lines,"  ""It is pruning time!"""
GR0B0T_Grover_voice_lines,"  ""Nature is obsolete!"""
GR0B0T_Grover_voice_lines,"  ""Idle loop one activated!"""
GR0B0T_Grover_voice_lines,"  ""Rebooting complete!"""
GR0B0T_Grover_voice_lines,"  ""Back to the harvest grounds!"""
GR0B0T_Grover_voice_lines,"  ""*Foom*"""
GR0B0T_Grover_voice_lines,"  ""My performance is efficient!"""
GR0B0T_Grover_voice_lines,"  ""Please review my harvest technique."""
GR0B0T_Grover_voice_lines,"  ""I am here to harvest, do not regret buying me!"""
GR0B0T_Grover_voice_lines,"  ""Enemies behind us!"""
GR0B0T_Grover_voice_lines,"  ""Behind. us!"""
GR0B0T_Grover_voice_lines,"  ""They are above!"""
GR0B0T_Grover_voice_lines,"  ""Up above!"""
GR0B0T_Grover_voice_lines,"  ""Sniper!"""
GR0B0T_Grover_voice_lines,"  ""There is a sniper!"""
Grohk_voice_lines," ""Grohk."""
Grohk_voice_lines," ""Fear my battle cry of fury: wooooooooh."""
Grohk_voice_lines," ""It's not easy being blue, but it's worse to be you! Ahahaha- *coughs and clears throat*"""
Grohk_voice_lines," ""I go zoom zoom!"""
Grohk_voice_lines," ""Say hello... to my little friend, huhuhu!"""
Grohk_voice_lines," ""Feel... my lightning!"""
Grohk_voice_lines," ""It's a Grohk bock!"""
Grohk_voice_lines," ""Come into my circle!"""
Grohk_voice_lines," ""Aaaaaaaaaah!"""
Grohk_voice_lines," ""Hiia!"""
Grohk_voice_lines," ""Surging with power!"" (enemy/self)"
Grohk_voice_lines," ""Ride over the lightning!"" (ally)"
Grohk_voice_lines," ""Is it a hat? I'm going to wear it like a hat!"""
Grohk_voice_lines," ""Armored up!"""
Grohk_voice_lines," ""C'mon, c'mon, how do I look?"""
Grohk_voice_lines," ""Electrifying!"""
Grohk_voice_lines," ""Ooooh... good choice!"""
Grohk_voice_lines," ""Ooooooooh!"""
Grohk_voice_lines," ""Wait, explain it to me again."""
Grohk_voice_lines," ""Aaaah, shiny!"""
Grohk_voice_lines," ""Can I eat it!?"""
Grohk_voice_lines,"  ""Argh, I can't use that yet!"""
Grohk_voice_lines,"  ""Not ready yet!"""
Grohk_voice_lines," ""Stop poking me!"""
Grohk_voice_lines," ""They keep shooting me!"""
Grohk_voice_lines," ""Augh augh augh!!"""
Grohk_voice_lines," ""I'm an ice cube!"""
Grohk_voice_lines," ""I'm a snowman!"""
Grohk_voice_lines," ""Ow ow ow ow ow oww!"""
Grohk_voice_lines," ""Stop, hitting, me!"""
Grohk_voice_lines," ""Aaaah, thank you."""
Grohk_voice_lines," ""I like heals!"""
Grohk_voice_lines," ""I'll just take... a little... nappy."""
Grohk_voice_lines," ""The sky is falling!!"""
Grohk_voice_lines," ""First strike!"""
Grohk_voice_lines," ""You and me, ehehe!"""
Grohk_voice_lines," ""Best friends!"""
Grohk_voice_lines," ""Aren't I just good enough to eat?"""
Grohk_voice_lines," ""Let the feast begin!"""
Grohk_voice_lines," ""I'm blue daba-dee-da-you-die!"""
Grohk_voice_lines," ""Ooh, I like your beard!"" (Barik)"
Grohk_voice_lines," ""Go to sleep now!"" (Barik)"
Grohk_voice_lines," ""Bigger they are, the taller they are!"" (Buck)"
Grohk_voice_lines," ""Never skip head day."" (Buck)"
Grohk_voice_lines," ""Can I keep your bird?"" (Cassie)"
Grohk_voice_lines," ""Shoo!"" (Cassie)"
Grohk_voice_lines," ""Uh, you spooky!"" (Evie)"
Grohk_voice_lines," ""I'm the queen now! Ehrm, wait!"" (Evie)"
Grohk_voice_lines," ""Don't play with fire!"" (Fernando)"
Grohk_voice_lines," ""No damsel, no distress!"" (Fernando)"
Grohk_voice_lines," ""Whooooaaa. You look like me!"" (Grohk)"
Grohk_voice_lines," ""You zap zap, I zap zap."" (Grohk)"
Grohk_voice_lines," ""Stand still!"" (Pip)"
Grohk_voice_lines," ""You're stinky!"" (Pip)"
Grohk_voice_lines," ""Oooh, I was hoping there was a peanut inside!"" (Ruckus)"
Grohk_voice_lines," ""You remind me of boogers!"" (Ruckus)"
Grohk_voice_lines," ""Ooooh, why are you strange colored, lady?"" (Skye)"
Grohk_voice_lines," ""Stop poking me!"" (Skye)"
Grohk_voice_lines,"  ""See, I do have friends!"""
Grohk_voice_lines,"  ""More tea, anyone?"""
Grohk_voice_lines,"  ""If they red *snort*, I make them dead!"""
Grohk_voice_lines,"  ""Ooooh, extra crispy, hehe!"""
Grohk_voice_lines,"  ""Oh, too bad, so sad!"""
Grohk_voice_lines,"  ""Fruit cakes *snort*, are fantastic!"""
Grohk_voice_lines,"  ""We did it!"""
Grohk_voice_lines,"  ""Hey, they're taking it!"""
Grohk_voice_lines,"  ""Enemies on the point!"""
Grohk_voice_lines,"  ""Oh, I win a lot!"""
Grohk_voice_lines,"  ""I'm the best!"""
Grohk_voice_lines,"  ""Over! *snort* It hasn't even begun!"""
Grohk_voice_lines,"  ""Nooooooooooo!"""
Grohk_voice_lines," ""You can be my lightning rod!"""
Grohk_voice_lines," ""Do you want medium, well or fried? Okay, fried!"""
Grohk_voice_lines," ""Grohk doesn't like you."""
Grohk_voice_lines," ""It's fun to stay at the Y... *clearing throat*"""
Grohk_voice_lines," ""Why do I have big nostrils? I have big fingers!"""
Grohk_voice_lines," ""I am fast! I am somewhere between a snake and a mongoose."""
Grohk_voice_lines," ""Hahahaha, uhuuuuuhe"""
Grohk_voice_lines," ""Bhehaha hehehe uhuuuuehehe"""
Grohk_voice_lines," ""Mheheheheehe hahaha haha huuue."""
Grohk_voice_lines,"  ""I like go boom!"""
Grohk_voice_lines,"  ""Stop right there, big thing!"""
Grohk_voice_lines,"  ""Mmmmmmm-Boom!"""
Grohk_voice_lines,"  ""Oooh, I think I've made my mark!"""
Grohk_voice_lines,"  ""I am the destroyer!"""
Grohk_voice_lines,"  ""Party crasher!"""
Grohk_voice_lines," ""Urgh, stand on the point!"""
Grohk_voice_lines," ""Help me on the point!"""
Grohk_voice_lines,"  ""Oooh, it's time!"""
Grohk_voice_lines,"  ""Mmmm-Bing!"""
Grohk_voice_lines,"  ""I'm the orc!"""
Grohk_voice_lines," ""Bzzzzzzt!"""
Grohk_voice_lines," ""Buzz buzz zap! Hahaha!"""
Grohk_voice_lines," ""I'm the champion of the realm! Wahaha!"""
Grohk_voice_lines," ""Look at me go!"""
Grohk_voice_lines,"  ""People say I make strange noises, but they're not strange for me *strange noises*."""
Grohk_voice_lines,"  ""Hey! Pull my finger."""
Grohk_voice_lines," ""Grohk, Grohk, Grohk, Grohk! Woohoohoohooooo!"""
Grohk_voice_lines," ""Out of Manaaa, haw haw!"""
Grover_voice_lines,"  ""Grover."""
Grover_voice_lines,"  ""Good morning! Time to get up! This forest needs our protection. Hehehehehehe!"""
Grover_voice_lines,"  ""It's nice to feel the sunshine yet again."""
Grover_voice_lines,"  ""This can make me go very fast."""
Grover_voice_lines,"  ""I'll get there... eventually."""
Grover_voice_lines,"  ""Gather round."""
Grover_voice_lines,"  ""Hold them fast."""
Grover_voice_lines,"  ""My turn to fight."""
Grover_voice_lines,"  ""Hm, stick around. Hehehehehehehe."""
Grover_voice_lines,"  ""Grow, little one, grow!"""
Grover_voice_lines,"  ""Make like a tree and... Well, you know."""
Grover_voice_lines,"  ""The spirits... do not rest."" (enemy)"
Grover_voice_lines,"  ""Spring... has come!"" (ally/self)"
Grover_voice_lines,"  ""Now, I just look ridiculous."""
Grover_voice_lines,"  ""Mmm..."""
Grover_voice_lines,"  ""That looks quite nice."""
Grover_voice_lines,"  ""The spirits join me!"""
Grover_voice_lines,"  ""A new knot!"""
Grover_voice_lines,"  ""Ooh, I feel a new branch coming in!"""
Grover_voice_lines,"  ""It's not my time yet"""
Grover_voice_lines,"   ""I'm not ready yet"""
Grover_voice_lines,"  ""Ow!"""
Grover_voice_lines,"  ""Ow. I'm really freaking out, man."""
Grover_voice_lines,"  ""Oh, oh oh, forest fire!"""
Grover_voice_lines,"  ""Is it winter already?"""
Grover_voice_lines,"  ""The sap slows."""
Grover_voice_lines,"  ""Oof! Their bite was greater than their bark."""
Grover_voice_lines,"  ""This is what I get for branching out."""
Grover_voice_lines,"  ""Whoa, I am regrowing!"""
Grover_voice_lines,"  ""Thank you for your healing."""
Grover_voice_lines,"  ""Noooo..."""
Grover_voice_lines,"  ""Will I make a sound?"""
Grover_voice_lines,"  ""You see what happened?"""
Grover_voice_lines,"  ""I'm still an awesome support."""
Grover_voice_lines,"  ""I'm here to help."""
Grover_voice_lines,"  ""Hmm... Sometimes I don't know my own strength."""
Grover_voice_lines,"  ""Did I do that? Yes, I think I did!"""
Grover_voice_lines,"  ""Go back to elemen-tree school, stumps!"""
Grover_voice_lines,"  ""Such a noisy little creature!"" (Barik)"
Grover_voice_lines,"  ""You tried, little one."" (Barik)"
Grover_voice_lines,"  ""Your head is incredibly shiny."" (Buck)"
Grover_voice_lines,"  ""You... rock. Hahahaha!"" (Buck)"
Grover_voice_lines,"  ""I used to have a bird just like you."" (Cassie)"
Grover_voice_lines,"  ""As long as your bird stops chirping."" (Cassie)"
Grover_voice_lines,"  ""Are you lost, little one?"" (Evie)"
Grover_voice_lines,"  ""Be cold no more!"" (Evie)"
Grover_voice_lines,"  ""Only you can stop forest fires!"" (Fernando)"
Grover_voice_lines,"  ""Mhm, you gone and got burned!"" (Fernando)"
Grover_voice_lines,"  ""If a tree falls in the forest..."" (Grover)"
Grover_voice_lines,"  ""Aw, run home to Sylvanus."" (Grover)"
Grover_voice_lines,"  ""Greetings, little rat."" (Pip)"
Grover_voice_lines,"  ""What's this now, a talking rodent?"" (Pip)"
Grover_voice_lines,"  ""Oh, you're too noisy!"" (Ruckus)"
Grover_voice_lines,"  ""Nature over machine."" (Ruckus)"
Grover_voice_lines,"  ""Were you pining for me? He hehehe."" (Skye)"
Grover_voice_lines,"  ""Oh hohoho! I saw you coming the whole way."" (Skye)"
Grover_voice_lines," ""Spring has come!"" (Unused)"
Grover_voice_lines," ""The spirits come!"""
Grover_voice_lines," ""The roots take you!"""
Grover_voice_lines," ""Root head!"""
Grover_voice_lines,"  ""Ah, a chase!"""
Grover_voice_lines,"  ""We did it together."""
Grover_voice_lines,"  ""Like a true nature's child."""
Grover_voice_lines,"  ""They're taking the point!"""
Grover_voice_lines,"  ""We need to take the point back!"""
Grover_voice_lines,"  ""Gather 'round, for I am capturing the point."""
Grover_voice_lines," ""I have planted myself on the point"""
Grover_voice_lines," ""Timber!"""
Grover_voice_lines," ""I was the star all along."""
Grover_voice_lines," ""Who's carrying who now?."""
Grover_voice_lines," ""Oh my! That was quick."""
Grover_voice_lines," ""Gone to seed!"""
Grover_voice_lines," ""Na-ah! Stay away."""
Grover_voice_lines,"  ""Hmm, that was fast."""
Grover_voice_lines,"  ""Is it over already?"""
Grover_voice_lines,"  ""The forest darkens."""
Grover_voice_lines,"  ""This is all Sylvanus' fault."""
Grover_voice_lines,"  ""You are rotten from within."""
Grover_voice_lines,"  ""I will... SMITE you. Hohohohoho."""
Grover_voice_lines,"  ""You lack the right foundation."""
Grover_voice_lines,"  ""How do I have so many cards you ask? I log in daily. Hmmhmmhmm."""
Grover_voice_lines,"  ""Aren't you a knotty one?"""
Grover_voice_lines,"  ""A wise man once said: “I'm not very frond of you.”"""
Grover_voice_lines,"  ""Hahahahahahahaha."""
Grover_voice_lines,"  ""Ho ho ho hohoho!"""
Grover_voice_lines,"  ""Ho hohohohohoho."""
Grover_voice_lines," ""I waited a long time for this."""
Grover_voice_lines," ""I don't see what all the hubbub is about"""
Grover_voice_lines," ""Grow... and flourish!"""
Grover_voice_lines," ""Aah, more bark!"""
Grover_voice_lines,"  ""I think I just added some roots just now."""
Grover_voice_lines,"  ""They say I'm heartless. Well, I suppose I have holes in my chest."""
Grover_voice_lines,"  ""*Snoring* No no, I wasn't sleeping, I was photosynthesizing."""
Grover_voice_lines,"  ""Do you find it strange that I drink with my feet?"""
Grover_voice_lines," ""Out of Mana!"""
Heartbreaker_Skye_voice_lines,"14 Miscellaneous

14.1 Taunts
14.2 Jokes
14.3 Laughs
14.4 Attempting to Use Ability on Cooldown
14.5 Top Play

"
Heartbreaker_Skye_voice_lines,14.5 Top 
Heartbreaker_Skye_voice_lines,"  ""Skye."""
Heartbreaker_Skye_voice_lines,"  ""Time to break some hearts."""
Heartbreaker_Skye_voice_lines,"  ""Aww, love is in the air."""
Heartbreaker_Skye_voice_lines,"  ""Faster than Cupid's arrow."""
Heartbreaker_Skye_voice_lines,"  ""Onward in the name of love."""
Heartbreaker_Skye_voice_lines,"  ""Something to remember me by!"""
Heartbreaker_Skye_voice_lines,"  ""All for you!"""
Heartbreaker_Skye_voice_lines,"  ""Catch!"""
Heartbreaker_Skye_voice_lines,"  ""Love is blind!"""
Heartbreaker_Skye_voice_lines,"  ""Buh-bye!"""
Heartbreaker_Skye_voice_lines,"  ""Aah! I'm too shy."""
Heartbreaker_Skye_voice_lines,"  ""Time's ticking!"""
Heartbreaker_Skye_voice_lines,"  ""Love just got a little more dangerous."""
Heartbreaker_Skye_voice_lines,"  ""*gasps* For me?"""
Heartbreaker_Skye_voice_lines,"  ""And you thought I was sweet before."""
Heartbreaker_Skye_voice_lines,"  ""Ok, let's dance."""
Heartbreaker_Skye_voice_lines,"  ""Geez, not your type?"""
Heartbreaker_Skye_voice_lines,"  ""That's too hot, even for me!"""
Heartbreaker_Skye_voice_lines,  *grunts*
Heartbreaker_Skye_voice_lines,"  ""Wowie zowie!"""
Heartbreaker_Skye_voice_lines,"  ""Ooh, that stings!"""
Heartbreaker_Skye_voice_lines,"  ""My heart's bleeding!"""
Heartbreaker_Skye_voice_lines,"  ""My hero."""
Heartbreaker_Skye_voice_lines,"  ""Love these heals, sweetheart."""
Heartbreaker_Skye_voice_lines,"  ""Shot through the heart."""
Heartbreaker_Skye_voice_lines,"  ""Does this mean we're breaking up?"""
Heartbreaker_Skye_voice_lines,"  ""You won't get rid of me that easy."""
Heartbreaker_Skye_voice_lines,"  ""I don't accept rejection!"""
Heartbreaker_Skye_voice_lines,"  ""That was fun, sweetie! Let's do it again!"""
Heartbreaker_Skye_voice_lines,"  ""You can be my wingman any day."""
Heartbreaker_Skye_voice_lines,"  ""Score!"""
Heartbreaker_Skye_voice_lines,"  ""Why do my breakups always end with a bang?"""
Heartbreaker_Skye_voice_lines,"  ""Our relationship was a bit explosive, hahahahaha."""
Heartbreaker_Skye_voice_lines,"  ""Love hurts!"""
Heartbreaker_Skye_voice_lines,"  ""Aw, did your heart give out?"""
Heartbreaker_Skye_voice_lines,"  ""Love bites, hard."""
Heartbreaker_Skye_voice_lines,"  ""I love you and you and especially you!"""
Heartbreaker_Skye_voice_lines,"  ""You can't stop a girl when she's in love and armed!"""
Heartbreaker_Skye_voice_lines,"  ""Keep going, killer!"""
Heartbreaker_Skye_voice_lines,"  ""You're amazing, schmooby-boo!"""
Heartbreaker_Skye_voice_lines,"  ""Is that seriously your best pick up line?"" (Champion 1)"
Heartbreaker_Skye_voice_lines,"  ""All the easier to squeeze into your heart."" (Champion 1)"
Heartbreaker_Skye_voice_lines,"  ""I'm cuter than Cupid himself!"" (Champion 2)"
Heartbreaker_Skye_voice_lines,"  ""It's so sweet!"" (Champion 2)"
Heartbreaker_Skye_voice_lines,"  ""Just looking at you makes my heart skip a beat!"" (Champion 3)"
Heartbreaker_Skye_voice_lines,"  ""I'm missing your pretty face."" (Champion 3)"
Heartbreaker_Skye_voice_lines,"  ""Ew!"" (Champion 4)"
Heartbreaker_Skye_voice_lines,"  ""Flattery will get you everywhere, sweet pea."" (Champion 4)"
Heartbreaker_Skye_voice_lines,"  ""I've got some chocolate here with your name on it, cutie."" (Champion 5)"
Heartbreaker_Skye_voice_lines,"  ""Brrr, I'm not exactly dressed for this climate."" (Champion 5)"
Heartbreaker_Skye_voice_lines,"  ""No grumpy pants is pooping my party."" (Androxus)"
Heartbreaker_Skye_voice_lines,"  ""You'd be pretty charming if you lost the whole 'Death awaits' thing."" (Androxus)"
Heartbreaker_Skye_voice_lines,"  ""Only I get to come on too strong!"" (Fernando)"
Heartbreaker_Skye_voice_lines,"  ""Be a good Romeo and stay in the ground!"" (Fernando)"
Heartbreaker_Skye_voice_lines,"  ""Don't hide your pretty face in the back!"" (Kinessa)"
Heartbreaker_Skye_voice_lines,"  ""Thought you could use some company."" (Kinessa)"
Heartbreaker_Skye_voice_lines,"  ""You're cute, just not cute enough."" (Pip)"
Heartbreaker_Skye_voice_lines,"  ""Sorry, my fuzzy wuzzy pippy boo!"" (Pip)"
Heartbreaker_Skye_voice_lines,"  ""Never trust a guy that's afraid to show his face."" (Sha Lin)"
Heartbreaker_Skye_voice_lines,"  ""What a jerk face!"" (Sha Lin)"
Heartbreaker_Skye_voice_lines,"  ""I don't mind an older guy but, you're just too..."" (Torvald)"
Heartbreaker_Skye_voice_lines,"  ""I'd have given you a valentine, if you weren't so clearly married to your research!"" (Torvald)"
Heartbreaker_Skye_voice_lines,"  ""Now there has to be a prince charming somewhere around here!"" (Keep)"
Heartbreaker_Skye_voice_lines,"  ""So many romantic sights, they're to die for!"" (Keep)"
Heartbreaker_Skye_voice_lines,"  ""Another point captured in the name of love!"""
Heartbreaker_Skye_voice_lines,"  ""We're on a roll!"""
Heartbreaker_Skye_voice_lines,"  ""I'm coming in!"""
Heartbreaker_Skye_voice_lines,"  ""Pshiuuh! Hehehe!"""
Heartbreaker_Skye_voice_lines,"  ""We can do anything together!"""
Heartbreaker_Skye_voice_lines,"  ""That was a blast!"""
Heartbreaker_Skye_voice_lines,"  ""C'mon fellas! Don't let them take it!"""
Heartbreaker_Skye_voice_lines,"  ""Doodoo-headed mooky-boos on the point!"""
Heartbreaker_Skye_voice_lines,"  ""Enemies behind us!"""
Heartbreaker_Skye_voice_lines,"  ""They're attacking our rear!"""
Heartbreaker_Skye_voice_lines,"  ""They're moving the payload!"""
Heartbreaker_Skye_voice_lines,"  ""Enemies on the payload!"""
Heartbreaker_Skye_voice_lines,"  ""They're coming from the sides!"""
Heartbreaker_Skye_voice_lines,"  ""We're being flanked!"""
Heartbreaker_Skye_voice_lines,"  ""They're attacking from above!"""
Heartbreaker_Skye_voice_lines,"  ""Enemies above us!"""
Heartbreaker_Skye_voice_lines,"  ""Look out! Sniper!"""
Heartbreaker_Skye_voice_lines,"  ""Sniper! Take care!"""
Heartbreaker_Skye_voice_lines,"  ""Watch for the turret!"""
Heartbreaker_Skye_voice_lines,"  ""Enemy ultimate incoming!"""
Heartbreaker_Skye_voice_lines,"  ""They've got an ultimate coming!"""
Heartbreaker_Skye_voice_lines,"  ""Group up!"""
Heartbreaker_Skye_voice_lines,"  ""Stay together!"""
Heartbreaker_Skye_voice_lines,"  ""I could use some love here! Healing too."""
Heartbreaker_Skye_voice_lines,"  ""Could I get some heals, puddin'?"""
Heartbreaker_Skye_voice_lines,"  ""Help needed on the objective!"""
Heartbreaker_Skye_voice_lines,"  ""Our tanks needs help on the objective!"""
Heartbreaker_Skye_voice_lines,"  ""Overtime! Don't let up!"""
Heartbreaker_Skye_voice_lines,"  ""It's overtime!"""
Heartbreaker_Skye_voice_lines,"  ""Keep the payload moving!"""
Heartbreaker_Skye_voice_lines,"  ""Get on the payload!"""
Heartbreaker_Skye_voice_lines,"  ""Let's move that payload!"""
Heartbreaker_Skye_voice_lines,"  ""Don't let this train stop!"""
Heartbreaker_Skye_voice_lines,"  ""Won't anyone save this damsel?!"""
Heartbreaker_Skye_voice_lines,"  ""I can't fight them all by my lonesome!"""
Heartbreaker_Skye_voice_lines,"  ""Better not go solo..."""
Heartbreaker_Skye_voice_lines,"  ""All this money and nobody to spend it on! Yet."""
Heartbreaker_Skye_voice_lines,"  ""Let's paint the town red!"""
Heartbreaker_Skye_voice_lines,"  ""Love conquers all!"""
Heartbreaker_Skye_voice_lines,"  ""Nothing beats a happy ending!"""
